,,1767.8,27.70232635822264,85.3300292872921
,,1768.0,27.702326228824255,85.33002770142336
,,1768.2,27.702326035712407,85.33002533470098
,,1768.4,27.702325917294463,85.33002378279465
,,1768.6,27.70232499899857,85.33001996905558
,,1768.8,27.70232389472898,85.33001538295638
,,1769.0,27.702322605658757,85.33001002936882
,,1769.2,27.70232113337954,85.33000391490309
,,1769.4,27.70231948001265,85.32999704836917
,,1769.6,27.70231764833562,85.3299894413023
,,1769.8,27.702315641922947,85.32998110854764
,,1770.0,27.702313465298722,85.32997206889398
,,1770.2,27.702311124097317,85.32996234574118
,,1770.4,27.70230862522677,85.32995196777881
,,1770.6,27.702305977027734,85.32994096964609
,,1770.8,27.702303189419144,85.32992939253694
,,1771.0,27.702300274020605,85.3299172847083
,,1771.2,27.702297244240743,85.32990470184704
,,1771.4,27.702294115321074,85.3298917072521
,,1771.6,27.70229090432602,85.32987837179304
,,1771.8,27.70228763007177,85.32986477361467
,,1772.0,27.70228431298923,85.32985099756782
,,1772.2,27.702280974918743,85.32983713435671
,,1772.4,27.702277638836147,85.32982327940142
,,1772.6,27.702274328510946,85.32980953141819
,,1772.8,27.7022710680977,85.32979599072236
,,1773.0,27.702267881662667,85.32978275726258
,,1773.2,27.702271445917994,85.32979139231381
,,1773.4,27.702258398252088,85.32979358462872
,,1773.6,27.702248100724926,85.32980102472688
,,1773.8,27.702237717689904,85.32980852660559
,,1774.0,27.70222732565988,85.32981603498331
,,1774.2,27.702217004341026,85.32982349227127
,,1774.4,27.702206835083526,85.32983083969293
,,1774.6,27.702196677727823,85.32983790762613
,,1774.8,27.702186108067817,85.32984470659412
,,1775.0,27.70217527430467,85.3298516754473
,,1775.2,27.702164237976664,85.32985877460099
,,1775.4,27.702153065542895,85.32986596130516
,,1775.6,27.702141827721157,85.32987319007034
,,1775.8,27.702130598641464,85.32988041321218
,,1776.0,27.7021194548204,85.32988758151112
,,1776.2,27.70210847395854,85.32989464498604
,,1776.4,27.702097733559786,85.32990155378228
,,1776.6,27.702088092807493,85.32990874143304
,,1776.8,27.702078274064128,85.32991752684116
,,1777.0,27.70206806842935,85.3299266584238
,,1777.2,27.70205750749192,85.32993610791667
,,1777.4,27.702046625502717,85.32994584467346
,,1777.6,27.702035459082587,85.32995583592736
,,1777.8,27.702024046876172,85.32996604710074
,,1778.0,27.70201242917762,85.32997644214002
