Connections ID, Vehicle ID, Time Stamp, Current Open Connections
,,34.4,3792
78,3849,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
79,3792,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
80,3800,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
81,3795,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,3838
,,8.4,3766
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,3809
,,17.4,3858
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
82,3857,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
83,3858,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
84,3779,1.4,
,,2.4,
,,3.4,3840
,,4.4,3840
,,5.4,3840
,,6.4,3840
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,3808
,,16.4,3808
,,17.4,3808
,,18.4,
,,19.4,
,,20.4,3793
,,21.4,3793
,,22.4,3793
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
85,3790,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
86,3861,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,3843
,,33.4,3843
,,34.4,3795
87,3832,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,3854
88,3812,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
89,3819,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
90,3823,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
91,3815,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,3791
,,32.4,3791
,,33.4,
,,34.4,
92,3768,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,3826
,,7.4,3826
,,8.4,3826
,,9.4,3826
,,10.4,3826
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
93,3837,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,3858
,,18.4,3858
,,19.4,3858
,,20.4,3845
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
94,3773,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,3788
,,8.4,3788
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,3867
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,3785
,,31.4,
,,32.4,
,,33.4,
,,34.4,
95,3788,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
96,3824,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
97,3854,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
98,3772,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
99,3786,1.4,
,,2.4,3841
,,3.4,3841
,,4.4,3841
,,5.4,3769
,,6.4,3769
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,3818
,,13.4,3770
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,3791
,,32.4,
,,33.4,
,,34.4,
100,3810,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
101,3799,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
102,3818,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,3860
,,10.4,3860
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
103,3845,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
104,3831,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
105,3785,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
106,3808,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,3769
,,9.4,3769
,,10.4,
,,11.4,
,,12.4,
,,13.4,3848
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
107,3829,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,3861
108,3811,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
109,3765,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
110,3783,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
111,3780,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
113,3791,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,3861
114,3843,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
115,3855,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
116,3771,1.4,
,,2.4,
,,3.4,
,,4.4,
,,5.4,
,,6.4,
,,7.4,
,,8.4,
,,9.4,
,,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
2,3839,1.6,
,,2.6,
,,3.6,
,,4.6,
,,5.6,
,,6.6,
,,7.6,
,,8.6,
,,9.6,
,,10.6,
,,11.6,
,,12.6,
,,13.6,
,,14.6,
,,15.6,
,,16.6,
,,17.6,
,,18.6,
,,19.6,
,,20.6,
,,21.6,
,,22.6,
,,23.6,
,,24.6,
,,25.6,
,,26.6,
,,27.6,
,,28.6,
,,29.6,
,,30.6,
,,31.6,
,,32.6,
,,33.6,
,,34.6,
8,3806,1.6,
,,2.6,
,,3.6,
,,4.6,
,,5.6,
,,6.6,
,,7.6,
,,8.6,
,,9.6,
,,10.6,
,,11.6,
,,12.6,
,,13.6,
,,14.6,
,,15.6,
,,16.6,
,,17.6,
,,18.6,
,,19.6,
,,20.6,
,,21.6,
,,22.6,
,,23.6,
,,24.6,
,,25.6,
,,26.6,
,,27.6,
,,28.6,
,,29.6,
,,30.6,
,,31.6,
,,32.6,
,,33.6,
,,34.6,
10,3758,1.6,
,,2.6,
,,3.6,
,,4.6,
,,5.6,
,,6.6,
,,7.6,
,,8.6,
,,9.6,
,,10.6,
,,11.6,
,,12.6,
,,13.6,
,,14.6,
,,15.6,
,,16.6,
,,17.6,
,,18.6,
,,19.6,
,,20.6,
,,21.6,
,,22.6,
,,23.6,
,,24.6,
,,25.6,
,,26.6,
,,27.6,
,,28.6,
,,29.6,
,,30.6,
,,31.6,
,,32.6,
,,33.6,
,,34.6,
12,3816,1.6,
,,2.6,
,,3.6,
,,4.6,
,,5.6,
,,6.6,
,,7.6,
,,8.6,
,,9.6,
,,10.6,
,,11.6,
,,12.6,
,,13.6,
,,14.6,
,,15.6,
,,16.6,
,,17.6,
,,18.6,
,,19.6,
,,20.6,
,,21.6,
,,22.6,
14,3822,1.6,
,,2.6,
,,3.6,
,,4.6,
,,5.6,
,,6.6,
,,7.6,
,,8.6,
,,9.6,
,,10.6,
,,11.6,
,,12.6,
,,13.6,
,,14.6,
,,15.6,
,,16.6,
,,17.6,
,,18.6,
,,19.6,
,,20.6,
,,21.6,
,,22.6,
,,23.6,
,,24.6,
,,25.6,
,,26.6,
,,27.6,
,,28.6,
,,29.6,
,,30.6,
,,31.6,
,,32.6,
,,33.6,
,,34.6,
112,3862,3.2,
,,4.2,
,,5.2,
,,6.2,
,,7.2,
,,8.2,
,,9.2,
,,10.2,
,,11.2,3860
,,12.2,3860
,,13.2,3860
,,14.2,3860
,,15.2,
,,16.2,
,,17.2,
,,18.2,
,,19.2,
,,20.2,
,,21.2,
,,22.2,
,,23.2,3769
,,24.2,
,,25.2,
,,26.2,
,,27.2,
,,28.2,
,,29.2,
,,30.2,
,,31.2,
,,32.2,
,,33.2,
,,34.2,
,,35.2,
3,3863,8.2,
,,9.2,
,,10.2,
,,11.2,
,,12.2,
,,13.2,
,,14.2,
,,15.2,
,,16.2,
,,17.2,
,,18.2,
,,19.2,
,,20.2,
,,21.2,
,,22.2,
,,23.2,
,,24.2,
,,25.2,
,,26.2,
,,27.2,
,,28.2,
,,29.2,
,,30.2,
,,31.2,
,,32.2,
,,33.2,
,,34.2,
,,35.2,
4,3864,10.4,
,,11.4,
,,12.4,
,,13.4,
,,14.4,
,,15.4,
,,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,3779
,,33.4,
,,34.4,
5,3865,13.0,
,,14.0,
,,15.0,
,,16.0,
,,17.0,
,,18.0,
,,19.0,
,,20.0,
,,21.0,
,,22.0,
,,23.0,
,,24.0,
,,25.0,
,,26.0,
,,27.0,
,,28.0,
6,3866,16.4,
,,17.4,
,,18.4,
,,19.4,
,,20.4,
,,21.4,
,,22.4,
,,23.4,
,,24.4,
,,25.4,
,,26.4,
,,27.4,
,,28.4,
,,29.4,
,,30.4,
,,31.4,
,,32.4,
,,33.4,
,,34.4,
52,3867,19.0,
,,20.0,
,,21.0,
,,22.0,
,,23.0,
,,24.0,
,,25.0,
,,26.0,
,,27.0,
,,28.0,
,,29.0,
,,30.0,
,,31.0,
,,32.0,
,,33.0,
,,34.0,
,,35.0,
53,3868,25.2,
,,26.2,
,,27.2,
,,28.2,
,,29.2,
,,30.2,
,,31.2,
,,32.2,
,,33.2,
,,34.2,
,,35.2,
54,3869,28.0,
,,29.0,
,,30.0,
,,31.0,
,,32.0,
,,33.0,
,,34.0,
,,35.0,3769
55,3870,30.6,
,,31.6,
,,32.6,
,,33.6,3815
,,34.6,3815
56,3871,30.6,
,,31.6,
,,32.6,
,,33.6,
,,34.6,
57,3872,34.0,
,,35.0,
